4208
0 0 0 0 0 0 *
1 1 3 0 18 1 よい
2 1 3 0 18 2 よい
3 1 3 0 18 3 よい
4 1 3 0 18 4 よい
5 1 3 0 18 5 よい
6 1 3 0 18 6 よい
7 1 3 0 18 7 よい
8 1 3 0 18 8 よい
9 1 3 0 18 9 よい
10 1 3 0 18 10 よい
11 1 3 0 18 11 よい
12 1 3 0 18 12 よい
12 1 3 0 18 13 よい
5 1 3 0 18 14 よい
9 1 3 0 18 15 よい
13 1 3 0 18 16 よい
14 1 3 0 18 17 よい
15 1 3 0 18 18 よい
16 1 3 0 18 19 よい
3 1 3 0 18 20 よい
1 1 3 0 18 1 良い
2 1 3 0 18 2 良い
3 1 3 0 18 3 良い
4 1 3 0 18 4 良い
5 1 3 0 18 5 良い
6 1 3 0 18 6 良い
7 1 3 0 18 7 良い
8 1 3 0 18 8 良い
9 1 3 0 18 9 良い
10 1 3 0 18 10 良い
11 1 3 0 18 11 良い
12 1 3 0 18 12 良い
12 1 3 0 18 13 良い
5 1 3 0 18 14 良い
9 1 3 0 18 15 良い
13 1 3 0 18 16 良い
14 1 3 0 18 17 良い
15 1 3 0 18 18 良い
16 1 3 0 18 19 良い
3 1 3 0 18 20 良い
1 2 3 0 18 1 ない
2 2 3 0 18 2 ない
3 2 3 0 18 3 ない
4 2 3 0 18 4 ない
5 2 3 0 18 5 ない
6 2 3 0 18 6 ない
7 2 3 0 18 7 ない
8 2 3 0 18 8 ない
9 2 3 0 18 9 ない
10 2 3 0 18 10 ない
11 2 3 0 18 11 ない
12 2 3 0 18 12 ない
12 2 3 0 18 13 ない
5 2 3 0 18 14 ない
9 2 3 0 18 15 ない
13 2 3 0 18 16 ない
14 2 3 0 18 17 ない
15 2 3 0 18 18 ない
16 2 3 0 18 19 ない
3 2 3 0 18 20 ない
17 3 2 0 10 1 ある
18 3 2 0 10 2 ある
19 4 2 0 10 3 ある
20 3 2 0 10 4 ある
21 3 2 0 10 5 ある
5 3 2 0 10 6 ある
22 5 2 0 10 7 ある
23 3 2 0 10 8 ある
8 3 2 0 10 9 ある
9 3 2 0 10 10 ある
24 3 2 0 10 11 ある
11 3 2 0 10 12 ある
25 3 2 0 10 13 ある
5 3 2 0 10 14 ある
26 6 6 8 0 0 こと
1 2 3 0 18 1 ない
2 2 3 0 18 2 ない
3 2 3 0 18 3 ない
4 2 3 0 18 4 ない
5 2 3 0 18 5 ない
6 2 3 0 18 6 ない
7 2 3 0 18 7 ない
8 2 3 0 18 8 ない
9 2 3 0 18 9 ない
10 2 3 0 18 10 ない
11 2 3 0 18 11 ない
12 2 3 0 18 12 ない
12 2 3 0 18 13 ない
5 2 3 0 18 14 ない
9 2 3 0 18 15 ない
13 2 3 0 18 16 ない
14 2 3 0 18 17 ない
15 2 3 0 18 18 ない
16 2 3 0 18 19 ない
3 2 3 0 18 20 ない
27 7 14 2 0 0 程
27 7 14 2 0 0 ほど
27 7 14 2 0 0 間
27 7 14 2 0 0 前
27 8 14 2 0 0 後
27 7 14 2 0 0 程度
27 7 14 2 0 0 頃
27 7 14 2 0 0 ころ
27 7 14 2 0 0 ごろ
27 7 14 2 0 0 ずつ
27 7 14 2 0 0 あたり
27 7 14 2 0 0 当たり
27 7 14 2 0 0 当り
27 7 14 2 0 0 辺り
27 8 14 2 0 0 通り
27 8 14 2 0 0 どおり
27 7 14 2 0 0 上
27 8 14 2 0 0 中
27 7 14 2 0 0 下
27 7 14 2 0 0 以上
27 7 14 2 0 0 以下
27 7 14 2 0 0 未満
27 7 14 2 0 0 近く
27 7 14 2 0 0 ちかく
27 9 14 2 0 0 以外
27 10 14 2 0 0 自体
27 7 14 2 0 0 その他
17 11 2 0 16 1 する
18 11 2 0 16 2 する
28 12 2 0 16 3 する
20 11 2 0 16 4 する
29 11 2 0 16 5 する
5 11 2 0 16 6 する
30 13 2 0 16 7 する
23 11 2 0 16 8 する
8 11 2 0 16 9 する
9 11 2 0 16 10 する
24 11 2 0 16 11 する
11 11 2 0 16 12 する
25 11 2 0 16 13 する
5 11 2 0 16 14 する
31 11 2 0 16 15 する
32 11 2 0 16 16 する
29 11 2 0 16 17 する
